Gender,,Weight
Male,,146.7397976
Male,,195.937015
Male,,170.1758538
Male,,169.6540541
Male,,198.3786936
Male,,179.9077169
Male,,147.2636865
Male,,176.9842511
Male,,185.4677884
Male,,177.4938023
Male,,169.8274774
Male,,198.5816982
Male,,203.3503393
Male,,193.2176727
Male,,178.1349452
Male,,162.7795834
Male,,159.2865106
Male,,172.114312
Male,,201.8370426
Male,,170.3523296
Male,,205.3897607
Male,,169.7877681
Male,,200.4373105
Male,,178.588954
Male,,168.0140297
Male,,177.7664258
Male,,193.277624
Male,,162.3795406
Male,,183.3838244
Male,,181.0560953
Male,,210.871799
Male,,165.5684991
Male,,196.1484498
Male,,202.0464252
Male,,170.4136025
Male,,201.9480853
Male,,193.3869846
Male,,179.8556896
Male,,156.489935
Male,,235.0354188
Male,,230.560535
Male,,203.895655
Male,,218.2163966
Male,,222.6671779
Male,,208.4748659
Male,,180.77978
Male,,231.9247485
Male,,170.5938581
Male,,188.2714563
Male,,196.0615292
Male,,214.6035842
Male,,224.1242713
Male,,158.5793973
Male,,166.5011147
Male,,160.1406156
Male,,176.1726343
Male,,174.4852947
Male,,193.9064988
Male,,186.9916067
Male,,173.5957961
Male,,193.3465603
Male,,208.436509
Male,,206.0329778
Male,,172.575231
Male,,232.6354028
Male,,177.2401455
Male,,175.6466902
Male,,212.6261023
Male,,166.969204
Male,,196.4144153
Male,,165.4312422
Male,,176.5658186
Male,,174.6520347
Male,,195.2375293
Male,,205.6844384
Male,,158.3414424
Male,,169.0810083
Male,,135.6558759
Male,,218.1574695
Male,,155.8995413
Male,,201.5281774
Male,,235.9260606
Male,,195.3926176
Male,,176.6361636
Male,,198.4602486
Male,,185.71691
Male,,177.3477798
Male,,215.7597035
Male,,187.0224203
Male,,171.5878843
Male,,172.8398091
Male,,168.2802869
Male,,163.8204889
Male,,190.0234342
Male,,156.8699517
Male,,172.6064826
Male,,169.063983
Male,,231.3745081
Male,,207.2504768
Male,,172.1527722
Male,,199.827758
Male,,168.0904122
Male,,197.8196148
Male,,196.892315
Male,,180.2217801
Male,,189.1340124
Male,,158.4227173
Male,,208.9226827
Male,,187.1411195
Male,,157.5824315
Male,,181.644445
Male,,204.7466782
Male,,231.1301898
Male,,186.2584296
Male,,181.0938696
Male,,198.9209797
Male,,203.3704632
Male,,161.0287521
Male,,189.8066818
Male,,200.2028285
Male,,221.8626503
Male,,214.0601482
Male,,201.7014216
Male,,187.1870936
Male,,196.5274669
Male,,151.7207037
Male,,167.2975303
Male,,198.843696
Male,,178.789548
Male,,193.5392521
Male,,197.737905
Male,,184.4618115
Male,,155.1947717
Male,,160.9919899
Male,,189.0844617
Male,,172.9857771
Male,,195.8952569
Male,,215.7464553
Male,,166.7073731
Male,,239.4643429
Male,,184.2792458
Male,,199.9838909
Male,,191.4122311
Male,,169.1094014
Male,,194.7445225
Male,,183.2665331
Male,,210.3699087
Male,,198.0424839
Male,,172.6640904
Male,,197.0708562
Male,,190.50581
Male,,184.5554831
Male,,179.9298166
Male,,159.5032198
Male,,197.8845071
Male,,217.2696052
Male,,187.907426
Male,,176.8616842
Male,,185.1482021
Male,,223.3080403
Male,,206.9429818
Male,,171.0169406
Male,,175.222848
Male,,173.3103956
Male,,181.1259735
Male,,202.6090083
Male,,199.85092
Male,,223.5147223
Male,,219.2617067
Male,,211.2160809
Male,,200.798983
Male,,208.8097753
Male,,161.4200817
Male,,207.8359446
Male,,180.8312378
Male,,176.8154762
Male,,194.6037685
Male,,163.0084317
Male,,173.2706572
Male,,215.6200354
Male,,210.134529
Male,,185.0423241
Male,,187.9653554
Male,,188.1811248
Male,,179.5420171
Male,,211.718429
Male,,197.6921421
Male,,186.287992
Male,,166.1060724
Male,,188.81177
Male,,161.3787732
Male,,193.4762588
Male,,189.2822461
Male,,207.7849246
Male,,199.3230943
Male,,209.8582566
Male,,180.1754728
Male,,196.2144145
Male,,189.4388404
Male,,165.5146074
Male,,182.3943347
Male,,189.5576375
Male,,189.6259141
Male,,170.1913254
Male,,216.0974547
Male,,177.0677744
Male,,196.0511888
Male,,167.7004962
Male,,179.6078701
Male,,220.6614051
Male,,164.2952413
Male,,156.5447863
Male,,183.681029
Male,,170.3054935
Male,,168.6272639
Male,,209.6379745
Male,,195.346027
Male,,194.3226014
Male,,219.3679167
Male,,205.1617483
Male,,178.8826337
Male,,181.7249315
Male,,203.5603338
Male,,165.1558987
Male,,197.9314296
Male,,173.284033
Male,,183.9477889
Male,,139.5340469
Male,,160.1885313
Male,,163.6040022
Male,,193.9551074
Male,,189.8933425
Male,,184.223932
Male,,190.7955422
Male,,188.2006794
Male,,226.2077799
Male,,197.8793731
Male,,190.5134869
Male,,176.2465834
Male,,177.7270945
Male,,173.6915922
Male,,210.4636875
Male,,170.1005633
Male,,173.4598918
Male,,184.9366903
Male,,194.2869459
Male,,149.1496848
Male,,192.4707696
Male,,179.750808
Male,,202.863293
Male,,163.3573315
Male,,217.0277146
Male,,183.1612325
Male,,166.5836105
Male,,205.2508892
Male,,189.7030888
Male,,218.5863364
Male,,203.139433
Male,,139.9050703
Male,,196.2938059
Male,,179.9370112
Male,,164.1459224
Male,,168.1748644
Male,,189.7425419
Male,,195.1703915
Male,,190.4679588
Male,,204.4265983
Male,,196.1516228
Male,,209.6707739
Male,,190.9334005
Male,,197.9448324
Male,,186.7803378
Male,,188.6638321
Male,,176.3766428
Male,,209.3294834
Male,,136.1678657
Male,,190.9351825
Male,,191.4456543
Male,,184.9382299
Male,,232.313471
Male,,201.778854
Male,,188.3288071
Male,,174.6556973
Male,,183.9433388
Male,,187.517442
Male,,213.8474529
Male,,175.2195188
Male,,169.5448054
Male,,144.5919224
Male,,175.6791902
Male,,197.1984016
Male,,222.9259167
Male,,165.4045453
Male,,170.4172312
Male,,216.6339997
Male,,173.7075042
Male,,217.8960397
Male,,161.0131458
Male,,193.7563258
Male,,177.1191607
Male,,204.8274497
Male,,176.7318925
Male,,192.7618857
Male,,166.9610205
Male,,186.7379955
Male,,188.5061787
Male,,208.3614918
Male,,161.4958143
Male,,214.9664592
Male,,205.1334355
Male,,183.1973068
Male,,208.8950443
Male,,207.9255765
Male,,210.6638278
Male,,204.2728377
Male,,195.1987301
Male,,190.6860225
Male,,199.6353266
Male,,166.8215473
Male,,178.797509
Male,,185.7721575
Male,,193.7549909
Male,,228.8005161
Male,,192.3497017
Male,,175.9834911
Male,,176.1412392
Male,,177.4825249
Male,,201.7607769
Male,,176.8430799
Male,,185.5242604
Male,,188.041029
Male,,189.3844383
Male,,166.096744
Male,,170.2501787
Male,,212.804259
Male,,196.1455062
Male,,202.2790697
Male,,201.3320069
Male,,158.4540944
Male,,174.4894863
Male,,183.7833827
Male,,188.1035061
Male,,176.1934298
Male,,194.2007119
Male,,194.1995089
Male,,145.8988424
Male,,191.8337092
Male,,209.8535536
Male,,201.2614644
Male,,208.7818534
Male,,182.6734054
Male,,166.4350688
Male,,193.3935426
Male,,178.4481797
Male,,205.9417907
Male,,199.2098424
Male,,192.0295666
Male,,175.2608644
Male,,170.0064451
Male,,205.3475962
Male,,196.0432951
Male,,208.1452566
Male,,202.8907578
Male,,188.595024
Male,,162.4297274
Male,,182.8523991
Male,,157.3174614
Male,,178.6759921
Male,,187.2174859
Male,,171.6209666
Male,,200.5341783
Male,,193.9273604
Male,,155.489729
Male,,192.527905
Male,,159.8624674
Male,,176.2592744
Male,,171.7089263
Male,,181.7096189
Male,,171.3866592
Male,,179.1320246
Male,,187.4693714
Male,,182.0045223
Male,,214.4740355
Male,,208.526427
Male,,190.2219929
Male,,217.1437905
Male,,156.0738985
Male,,206.3851911
Male,,178.1527814
Male,,228.8383958
Male,,174.4733629
Male,,164.2149026
Male,,212.1572757
Male,,206.0149398
Male,,167.433533
Male,,195.2186397
Male,,209.1754891
Male,,182.3012856
Male,,190.1851469
Male,,160.3449039
Male,,129.3010238
Male,,195.6263191
Male,,186.7514169
Male,,227.5006451
Male,,197.187532
Male,,209.5562827
Male,,209.7592721
Male,,220.4367864
Male,,169.207937
Male,,185.8456168
Male,,192.6914931
Male,,177.0260878
Male,,199.9473831
Male,,168.7102903
Male,,123.528143
Male,,160.2422382
Male,,197.082611
Male,,161.9709376
Male,,201.6550559
Male,,194.7861983
Male,,162.5654067
Male,,175.8109677
Male,,209.3793102
Male,,204.4603316
Male,,210.8690842
Male,,169.3262842
Male,,223.326105
Male,,192.9468911
Male,,172.9048014
Male,,191.5721536
Male,,157.1195445
Male,,182.7954943
Male,,151.8869422
Male,,193.3410828
Male,,185.4279701
Male,,195.3823108
Male,,174.1968873
Male,,164.6498139
Male,,163.8450013
Male,,174.7199581
Male,,212.900556
Male,,172.7942606
Male,,171.9803313
Male,,195.9234165
Male,,174.8153485
Male,,174.5668558
Male,,140.2777497
Male,,215.5597033
Male,,215.8582339
Male,,184.2438603
Male,,168.2021671
Male,,151.3846182
Male,,185.9701609
Male,,203.2417318
Male,,223.9456703
Male,,148.4721859
Male,,207.1946473
Male,,205.1930618
Male,,209.4224843
Male,,199.1669287
Male,,165.0646095
Male,,180.7605348
Male,,202.2987602
Male,,195.2619903
Male,,184.2326617
Male,,188.4537597
Male,,157.2050253
Male,,196.5523243
Male,,208.3661793
Male,,158.1849857
Male,,184.598428
Male,,197.9075211
Male,,202.8672367
Male,,199.080779
Male,,156.2239585
Male,,168.299538
Male,,201.5106881
Male,,174.5848799
Male,,196.930792
Male,,197.7567703
Male,,165.6432833
Male,,232.8861171
Male,,192.7324047
Male,,192.1816687
Male,,157.1292772
Male,,163.4952026
Male,,205.157578
Male,,171.4285919
Male,,208.9645836
Male,,209.759114
Male,,206.2604578
Male,,177.2116966
Male,,211.7162538
Male,,149.5148392
Male,,220.3363669
Male,,192.4279136
Male,,163.3865127
Male,,199.7783726
Male,,218.583688
Male,,223.2064516
Male,,217.9518826
Male,,171.2077789
Male,,147.5379562
Male,,170.0371863
Male,,160.8360745
Male,,185.1277355
Male,,177.0833882
Male,,188.8840968
Male,,159.2448862
Male,,188.079276
Male,,150.9606196
Male,,172.3258812
Male,,166.3638187
Male,,186.3398244
Male,,187.6583791
Male,,163.8801985
Male,,196.9495064
Male,,189.7073988
Male,,188.9748473
Male,,177.3439177
Male,,184.130432
Male,,221.2400958
Male,,217.8823464
Male,,199.182763
Male,,164.5003666
Male,,163.2698893
Male,,187.6248203
Male,,150.3466585
Male,,202.7071024
Male,,181.7248365
Male,,206.5908567
Male,,203.9854155
Male,,231.6086709
Male,,195.1899302
Male,,200.2900045
Male,,195.3530575
Male,,188.0988373
Male,,194.6597698
Male,,197.4120914
Male,,156.4163422
Male,,207.768535
Male,,171.9211499
Male,,216.9232912
Male,,190.5853768
Male,,206.1198392
Male,,201.1088923
Male,,206.5940588
Male,,158.9871861
Male,,208.2235661
Male,,187.8120619
Male,,168.3494568
Male,,196.8350517
Male,,205.5218858
Male,,164.5743913
Male,,167.1915272
Male,,168.9973239
Male,,184.2198182
Male,,168.1533262
Male,,184.1194153
Male,,172.1754663
Male,,218.6046973
Male,,189.6582738
Male,,196.7599362
Male,,181.7231932
Male,,175.3891518
Male,,208.7104386
Male,,162.6749752
Male,,191.3188108
Male,,192.6726758
Male,,213.3377733
Male,,187.4025309
Male,,203.448273
Male,,189.9854788
Male,,197.3070586
Male,,193.359947
Male,,226.7010229
Male,,185.188138
Male,,171.3291085
Male,,175.1243663
Male,,196.2211135
Male,,194.7523537
Male,,184.4684504
Male,,179.5567899
Male,,192.6056386
Male,,197.3412472
Male,,164.1757008
Male,,167.3277028
Male,,185.8665843
Male,,193.9817476
Male,,205.8639345
Male,,235.4379661
Male,,176.9667279
Male,,199.0264276
Male,,200.7040517
Male,,213.9785966
Male,,201.6633373
Male,,144.1320269
Male,,202.603188
Male,,183.9580892
Male,,199.568441
Male,,176.045407
Male,,194.9325685
Male,,203.5183265
Male,,166.6846488
Male,,207.5085426
Male,,152.8529747
Male,,146.2308047
Male,,156.7613371
Male,,209.9649432
Male,,183.9021104
Male,,200.7968545
Male,,164.2156392
Male,,154.6410416
Male,,189.4492405
Male,,176.5948886
Male,,173.2722178
Male,,185.2531099
Male,,203.8110909
Male,,182.0516903
Male,,201.703778
Male,,177.8426553
Male,,202.6281961
Male,,186.2254307
Male,,185.4540072
Male,,175.844485
Male,,209.5878005
Male,,179.370856
Male,,165.3682765
Male,,198.2629703
Male,,184.9318042
Male,,200.2479962
Male,,199.443989
Male,,202.3322157
Male,,201.993728
Male,,197.3587607
Male,,157.0035437
Male,,183.3433272
Male,,203.0231161
Male,,193.9260342
Male,,195.6013653
Male,,214.8539253
Male,,184.1471888
Male,,193.74326
Male,,170.1094996
Male,,205.6996211
Male,,166.2635001
Male,,198.4067338
Male,,169.6752603
Male,,160.0502853
Male,,204.9377601
Male,,147.90182
Male,,180.9498234
Male,,217.8372448
Male,,189.3616398
Male,,176.0902893
Male,,130.2772749
Male,,159.3191151
Male,,191.9681779
Male,,182.1541392
Male,,188.3517257
Male,,191.7600018
Male,,162.7669683
Male,,197.5962131
Male,,182.5898441
Male,,200.0071609
Male,,184.40952
Male,,165.489768
Male,,176.6521792
Male,,228.8729906
Male,,180.3509244
Male,,225.9722183
Male,,189.8166449
Male,,202.2620741
Male,,178.9187142
Male,,167.0442331
Male,,172.6376115
Male,,179.9625088
Male,,160.1474361
Male,,178.3924826
Male,,154.5886896
Male,,208.8488465
Male,,169.4306343
Male,,181.6410489
Male,,203.8447916
Male,,184.4463253
Male,,199.7018115
Male,,206.6293992
Male,,196.5843459
Male,,190.0024052
Male,,196.7639075
Male,,222.2974921
Male,,180.0656094
Male,,178.4325977
Male,,202.7487397
Male,,220.9457607
Male,,198.6302782
Male,,203.7344808
Male,,150.1493613
Male,,227.139296
Male,,186.7624875
Male,,170.4211493
Male,,182.4280025
Male,,187.4720235
Male,,158.6645552
Male,,175.7972754
Male,,220.770232
Male,,195.7589355
Male,,189.0273679
Male,,154.1268504
Male,,179.3868167
Male,,172.1953637
Male,,190.4617768
Male,,208.0889465
Male,,191.883267
Male,,197.3824157
Male,,189.6831513
Male,,208.0681993
Male,,188.7172726
Male,,187.4238964
Male,,217.9035994
Male,,201.8428087
Male,,204.6277277
Male,,143.3475655
Male,,182.031248
Male,,202.1043716
Male,,192.7961126
Male,,158.9166993
Male,,213.4821026
Male,,162.8182755
Male,,212.1807188
Male,,155.1755428
Male,,194.6814346
Male,,209.4753881
Male,,198.3218281
Male,,179.6624965
Male,,192.6903832
Male,,179.8015682
Male,,190.5067956
Male,,196.1411445
Male,,180.8264574
Male,,186.635313
Male,,167.784391
Male,,179.4688864
Male,,181.3603512
Male,,161.4222109
Male,,149.759706
Male,,161.2018906
Male,,187.3633658
Male,,176.0116733
Male,,238.5694509
Male,,209.0328768
Male,,194.7965673
Male,,163.7244326
Male,,182.5124511
Male,,175.0932547
Male,,180.8807246
Male,,172.6542379
Male,,207.5756136
Male,,194.009473
Male,,187.8671025
Male,,161.2239648
Male,,228.7073009
Male,,176.4568284
Male,,186.9938986
Male,,218.4235845
Male,,184.6189529
Male,,199.359224
Male,,164.6344637
Male,,193.4299898
Male,,171.0768314
Male,,217.5614154
Male,,188.0649839
Male,,178.1848175
Male,,151.9966615
Male,,145.1761359
Male,,147.6602601
Male,,183.4385392
Male,,178.3484391
Male,,152.8204681
Male,,173.6342571
Male,,180.0356727
Male,,200.3368056
Male,,170.2961967
Male,,166.7385547
Male,,194.7788543
Male,,152.7911301
Male,,206.4261469
Male,,164.7714754
Male,,181.167061
Male,,185.0018542
Male,,209.5204246
Male,,197.345436
Male,,148.6050424
Male,,201.2242771
Male,,199.1938148
Male,,188.4596891
Male,,178.3001966
Male,,173.4301696
Male,,218.4375679
Male,,173.3868302
Male,,186.3207972
Male,,165.1677228
Male,,203.1357596
Male,,161.6708278
Male,,164.4705039
Male,,170.7923569
Male,,170.3101222
Male,,192.4971609
Male,,166.371258
Male,,196.54096
Male,,183.6196208
Male,,187.2913919
Male,,178.2824095
Male,,222.3975605
Male,,190.587913
Male,,204.103817
Male,,192.1962461
Male,,179.4090919
Male,,192.765581
Male,,169.7402721
Male,,192.8164417
Male,,185.7291961
Male,,188.5940922
Male,,179.6809303
Male,,162.4950825
Male,,183.3837802
Male,,221.4459021
Male,,188.8898645
Male,,191.8229143
Male,,214.2615182
Male,,182.3828222
Male,,163.9398786
Male,,198.4622269
Male,,187.3950858
Male,,175.9473678
Male,,188.6259112
Male,,200.779691
Male,,209.9374928
Male,,201.8626584
Male,,182.7948442
Male,,206.1634325
Male,,171.8769664
Male,,171.3212163
Male,,255.6908348
Male,,178.8167946
Male,,186.3587022
Male,,220.8457275
Male,,202.1371601
Male,,193.0816469
Male,,157.288088
Male,,180.7565256
Male,,206.5151903
Male,,180.0045482
Male,,193.9838213
Male,,203.6275837
Male,,211.7305173
Male,,201.0998006
Male,,212.2040396
Male,,167.9107289
Male,,207.0866751
Male,,185.8426218
Male,,172.8471849
Male,,184.7233308
Male,,182.3697168
Male,,188.3113941
Male,,168.6779132
Male,,173.4885993
Male,,178.0573356
Male,,174.0582354
Male,,192.066392
Male,,191.1771577
Male,,189.5959602
Male,,210.2235006
Male,,159.376926
Male,,189.8749292
Male,,176.1790688
Male,,177.2854147
Male,,170.3239575
Male,,165.9333275
Male,,232.2506433
Male,,206.883393
Male,,200.356448
Male,,163.2579018
Male,,188.9133324
Male,,207.5421208
Male,,173.4564553
Male,,189.8567859
Male,,169.8908229
Male,,160.7876538
Male,,211.0075801
Male,,193.8573561
Male,,217.3352533
Male,,176.7418313
Male,,203.3170123
Male,,165.5559659
Male,,211.7374418
Male,,201.5038128
Male,,200.6841596
Male,,189.532927
Male,,206.4997442
Male,,173.2997216
Male,,221.1220336
Male,,169.8294539
Male,,219.7866042
Male,,182.8879477
Male,,198.0788255
Male,,216.6177778
Male,,203.2583751
Male,,185.2469766
Male,,148.2657302
Male,,192.3070268
Male,,206.5229741
Male,,181.7894088
Male,,212.7287049
Male,,195.9590447
Male,,155.1289645
Male,,207.5063787
Male,,181.9381761
Male,,164.1170304
Male,,185.3139113
Male,,178.1753698
Male,,178.4131887
Male,,162.0277356
Male,,217.425675
Male,,189.8066455
Male,,197.216552
Male,,178.3828125
Male,,178.045314
Male,,184.9826013
Male,,153.6068331
Male,,221.897619
Male,,175.5643397
Male,,198.8291173
Male,,189.2795225
Male,,166.2769877
Male,,202.5184575
Male,,220.273901
Male,,213.3365925
Male,,171.3312485
Male,,191.5682599
Male,,200.7017307
Male,,208.7557182
Male,,172.7751627
Male,,188.8392852
Male,,187.5734938
Male,,224.4404592
Male,,170.2762478
Male,,197.2814443
Male,,195.3649152
Male,,198.4191385
Male,,196.3512998
Male,,195.3564313
Male,,213.9244864
Male,,201.3157707
Male,,227.4603038
Male,,157.0299355
Male,,192.2607453
Male,,169.4596309
Male,,197.6395496
Male,,215.9353939
Male,,173.2923443
Male,,163.0041411
Male,,208.6097832
Male,,202.039446
Male,,229.7407531
Male,,202.6092747
Male,,227.0223469
Male,,166.4436809
Male,,187.1053638
Male,,181.0517424
Male,,175.3521086
Male,,197.727299
Male,,166.461038
Male,,166.4413849
Male,,187.2586923
Male,,186.0655322
Male,,205.0526852
Male,,189.4633636
Male,,210.1443121
Male,,186.2040058
Male,,206.4922129
Male,,189.213646
Male,,168.7614795
Male,,144.1706444
Male,,187.5787042
Male,,193.6353663
Male,,185.348837
Male,,188.2451032
Male,,166.1711851
Male,,202.3577195
Male,,191.544634
Male,,162.0180876
Male,,175.9579827
Male,,193.3671981
Male,,192.6915216
Male,,186.1774738
Male,,198.0143768
Male,,167.7279617
Male,,200.0101569
Male,,199.9816203
Male,,217.2198008
Male,,194.3022593
Male,,190.5135138
Male,,236.7805375
Male,,181.2112391
Male,,151.6431035
Male,,170.7156931
Male,,197.3886665
Male,,200.2865087
Male,,158.4352052
Male,,186.4231978
Male,,166.6541431
Male,,204.7557801
Male,,174.5790245
Male,,178.5836266
Male,,185.3776732
Male,,194.7232532
Male,,159.6054441
Male,,162.6855211
Male,,180.1375203
Male,,171.9236336
Male,,191.902096
Male,,219.5125216
Male,,176.3087197
Male,,215.4434005
Male,,194.1208449
Male,,167.1154588
Male,,166.0797083
Male,,216.6242072
Male,,171.2751126
Male,,204.4917906
Male,,209.7235497
Male,,187.5468976
Male,,162.5574385
Male,,184.2925605
Male,,191.3637747
Male,,156.0105758
Male,,181.2279815
Male,,201.8681427
Male,,170.1715714
Male,,192.045218
Male,,178.5354901
Male,,185.8270952
Male,,180.6661582
Male,,177.9523822
Male,,187.5816273
Male,,197.6422437
Male,,195.1226278
Male,,182.9464191
Male,,157.0168086
Male,,172.5155305
Male,,150.0508128
Male,,203.1596596
Male,,164.3180448
Male,,186.1888419
Male,,158.3740869
Male,,223.8255072
Male,,190.0779984
Male,,158.0720604
Male,,170.9860127
Male,,155.6642553
Male,,191.525965
Male,,228.9746467
Male,,164.9077618
Male,,178.1683941
Male,,199.4943358
Male,,211.164232
Male,,203.0212824
Male,,185.3591296
Male,,149.2404065
Male,,214.2592859
Male,,160.3727387
Male,,180.4638273
Male,,197.0291787
Male,,186.2108912
Male,,165.592195
Male,,201.3036955
Male,,201.3331869
Male,,190.7307931
Male,,193.0897366
Male,,213.3133192
Male,,209.9603973
Male,,181.2140726
Male,,170.6484093
Male,,229.514503
Male,,199.7415595
Male,,201.41093
Male,,134.1468482
Male,,189.626283
Male,,193.1089465
Male,,185.4698808
Male,,206.897644
Male,,175.0711714
Male,,176.5561446
Male,,209.3811998
Male,,205.7078774
Male,,154.8411421
Male,,196.4477023
Male,,176.1868417
Male,,198.7591266
Male,,150.1834743
Male,,179.2316242
Male,,187.050906
Male,,142.5930673
Male,,163.6335966
Male,,185.4290223
Male,,168.8635485
Male,,165.2648086
Male,,164.4999186
Male,,186.0990159
Male,,165.4998067
Male,,193.953121
Male,,193.5092689
Male,,204.4395403
Male,,221.1594661
Male,,173.3559279
Male,,171.2929754
Male,,170.0777665
Male,,204.5774363
Male,,190.3903824
Male,,178.6755991
Male,,189.9065838
Male,,199.5740493
Male,,185.9160215
Male,,165.3738242
Male,,177.4732819
Male,,189.1655919
Male,,206.4257483
Male,,199.6797149
Male,,226.2257
Male,,174.4408231
Male,,215.2934953
Male,,175.4353024
Male,,168.0778994
Male,,185.5337581
Male,,179.864803
Male,,189.6174538
Male,,182.2596137
Male,,181.512004
Male,,194.6040613
Male,,174.4133641
Male,,180.9035759
Male,,163.1860286
Male,,177.719799
Male,,181.4481349
Male,,177.909685
Male,,191.0334196
Male,,177.1490913
Male,,159.8124724
Male,,188.1451421
Male,,208.7648975
Male,,192.1113196
Male,,220.2618902
Male,,186.412945
Male,,197.1945475
Male,,140.1959633
Male,,180.2239394
Male,,176.0071363
Male,,167.8287603
Male,,153.0313208
Male,,162.8229424
Male,,163.6414961
Male,,190.4165036
Male,,191.6367141
Male,,175.209964
Male,,184.0399805
Male,,227.3425649
Male,,198.3877525
Male,,193.8567694
Male,,176.904596
Male,,185.3515329
Male,,192.6516048
Male,,207.2983314
Male,,179.1648666
Male,,226.5033443
Male,,186.2292384
Male,,202.7416573
Male,,233.5038113
Male,,192.1131628
Male,,194.9842632
Male,,196.1355259
Male,,157.6079359
Male,,184.8629133
Male,,179.3521816
Male,,158.4125594
Male,,182.4494078
Male,,206.9802182
Male,,161.5576324
Male,,150.3164486
Male,,159.9823145
Male,,223.4499947
Male,,182.4680574
Male,,179.2229686
Male,,179.1158834
Male,,210.7288522
Male,,200.3130156
Male,,185.2796229
Male,,215.0438889
Male,,194.1323525
Male,,207.2094605
Male,,169.1035618
Male,,195.170814
Male,,183.3812983
Male,,200.0740445
Male,,175.4626618
Male,,153.9472037
Male,,172.5086574
Male,,208.8660338
Male,,160.9750177
Male,,188.9746319
Male,,194.0739746
Male,,168.634975
Male,,175.0406653
Male,,176.074223
Male,,168.7447552
Male,,194.5460796
Male,,227.4351837
Male,,176.4862269
Male,,177.2569991
Male,,178.0314596
Male,,211.3608266
Male,,155.7293803
Male,,192.0598736
Male,,214.3705805
Male,,163.0743534
Male,,156.6584597
Male,,164.9331081
Male,,201.9126628
Male,,197.6456451
Male,,176.7961081
Male,,188.0247181
Male,,181.9962868
Male,,175.6365382
Male,,176.0648702
Male,,206.4409425
Male,,197.8283576
Male,,177.1107388
Male,,174.0877277
Male,,175.6709786
Male,,180.2696932
Male,,220.720177
Male,,181.9413181
Male,,187.6334634
Male,,188.3308958
Male,,164.5965816
Male,,216.0400614
Male,,211.0316519
Male,,190.9163653
Male,,198.2720936
Male,,187.5710575
Male,,157.6636172
Male,,204.4187311
Male,,141.0569889
Male,,207.3034959
Male,,217.9948396
Male,,169.6356405
Male,,191.0676196
Male,,199.469319
Male,,201.438831
Male,,215.0708702
Male,,171.9190355
Male,,161.6110178
